nmax : 
25
Wavelength (micrometers) : 
0.555
Re(nmat) : 
1.6
radius
0.632
Re (nincl) : Im (ninc)
2.75
1.72

SphericalTMatrix          
--------------------------
nmax    :    25
dimtn   :  1350
--------------------------
   i_    n    m        re(Tmatrix)        im(Tmatrix)
  998   17  -17   -1.360793550e-04    1.416033023e-04
  999   18   18   -1.570661979e-05    1.839613669e-05
 1000   18   17   -1.570661979e-05    1.839613669e-05
 1001   18   16   -1.570661979e-05    1.839613669e-05
 1002   18   15   -1.570661979e-05    1.839613669e-05
 1003   18   14   -1.570661979e-05    1.839613669e-05
 1004   18   13   -1.570661979e-05    1.839613669e-05
 1005   18   12   -1.570661979e-05    1.839613669e-05
 1006   18   11   -1.570661979e-05    1.839613669e-05
 1007   18   10   -1.570661979e-05    1.839613669e-05
 1008   18    9   -1.570661979e-05    1.839613669e-05
 1009   18    8   -1.570661979e-05    1.839613669e-05
 1010   18    7   -1.570661979e-05    1.839613669e-05
 1011   18    6   -1.570661979e-05    1.839613669e-05
 1012   18    5   -1.570661979e-05    1.839613669e-05
 1013   18    4   -1.570661979e-05    1.839613669e-05
 1014   18    3   -1.570661979e-05    1.839613669e-05
 1015   18    2   -1.570661979e-05    1.839613669e-05
 1016   18    1   -1.570661979e-05    1.839613669e-05
 1017   18    0   -1.570661979e-05    1.839613669e-05
 1018   18   -1   -1.570661979e-05    1.839613669e-05
 1019   18   -2   -1.570661979e-05    1.839613669e-05
 1020   18   -3   -1.570661979e-05    1.839613669e-05
 1021   18   -4   -1.570661979e-05    1.839613669e-05
 1022   18   -5   -1.570661979e-05    1.839613669e-05
 1023   18   -6   -1.570661979e-05    1.839613669e-05
 1024   18   -7   -1.570661979e-05    1.839613669e-05
 1025   18   -8   -1.570661979e-05    1.839613669e-05
 1026   18   -9   -1.570661979e-05    1.839613669e-05
 1027   18  -10   -1.570661979e-05    1.839613669e-05
 1028   18  -11   -1.570661979e-05    1.839613669e-05
 1029   18  -12   -1.570661979e-05    1.839613669e-05
 1030   18  -13   -1.570661979e-05    1.839613669e-05
 1031   18  -14   -1.570661979e-05    1.839613669e-05
 1032   18  -15   -1.570661979e-05    1.839613669e-05
 1033   18  -16   -1.570661979e-05    1.839613669e-05
 1034   18  -17   -1.570661979e-05    1.839613669e-05
 1035   18  -18   -1.570661979e-05    1.839613669e-05
 1036   19   19   -1.606321560e-06    2.061590543e-06
 1037   19   18   -1.606321560e-06    2.061590543e-06
 1038   19   17   -1.606321560e-06    2.061590543e-06
 1039   19   16   -1.606321560e-06    2.061590543e-06
 1040   19   15   -1.606321560e-06    2.061590543e-06
 1041   19   14   -1.606321560e-06    2.061590543e-06
 1042   19   13   -1.606321560e-06    2.061590543e-06
 1043   19   12   -1.606321560e-06    2.061590543e-06
 1044   19   11   -1.606321560e-06    2.061590543e-06
 1045   19   10   -1.606321560e-06    2.061590543e-06
 1046   19    9   -1.606321560e-06    2.061590543e-06
 1047   19    8   -1.606321560e-06    2.061590543e-06
 1048   19    7   -1.606321560e-06    2.061590543e-06
 1049   19    6   -1.606321560e-06    2.061590543e-06
 1050   19    5   -1.606321560e-06    2.061590543e-06
 1051   19    4   -1.606321560e-06    2.061590543e-06
 1052   19    3   -1.606321560e-06    2.061590543e-06
 1053   19    2   -1.606321560e-06    2.061590543e-06
 1054   19    1   -1.606321560e-06    2.061590543e-06
 1055   19    0   -1.606321560e-06    2.061590543e-06
 1056   19   -1   -1.606321560e-06    2.061590543e-06
 1057   19   -2   -1.606321560e-06    2.061590543e-06
 1058   19   -3   -1.606321560e-06    2.061590543e-06
 1059   19   -4   -1.606321560e-06    2.061590543e-06
 1060   19   -5   -1.606321560e-06    2.061590543e-06
 1061   19   -6   -1.606321560e-06    2.061590543e-06
 1062   19   -7   -1.606321560e-06    2.061590543e-06
 1063   19   -8   -1.606321560e-06    2.061590543e-06
 1064   19   -9   -1.606321560e-06    2.061590543e-06
 1065   19  -10   -1.606321560e-06    2.061590543e-06
 1066   19  -11   -1.606321560e-06    2.061590543e-06
 1067   19  -12   -1.606321560e-06    2.061590543e-06
 1068   19  -13   -1.606321560e-06    2.061590543e-06
 1069   19  -14   -1.606321560e-06    2.061590543e-06
 1070   19  -15   -1.606321560e-06    2.061590543e-06
 1071   19  -16   -1.606321560e-06    2.061590543e-06
 1072   19  -17   -1.606321560e-06    2.061590543e-06
 1073   19  -18   -1.606321560e-06    2.061590543e-06
 1074   19  -19   -1.606321560e-06    2.061590543e-06
 1075   20   20   -1.466792536e-07    2.025236735e-07
 1076   20   19   -1.466792536e-07    2.025236735e-07
 1077   20   18   -1.466792536e-07    2.025236735e-07
 1078   20   17   -1.466792536e-07    2.025236735e-07
 1079   20   16   -1.466792536e-07    2.025236735e-07
 1080   20   15   -1.466792536e-07    2.025236735e-07
 1081   20   14   -1.466792536e-07    2.025236735e-07
 1082   20   13   -1.466792536e-07    2.025236735e-07
 1083   20   12   -1.466792536e-07    2.025236735e-07
 1084   20   11   -1.466792536e-07    2.025236735e-07
 1085   20   10   -1.466792536e-07    2.025236735e-07
 1086   20    9   -1.466792536e-07    2.025236735e-07
 1087   20    8   -1.466792536e-07    2.025236735e-07
 1088   20    7   -1.466792536e-07    2.025236735e-07
 1089   20    6   -1.466792536e-07    2.025236735e-07
 1090   20    5   -1.466792536e-07    2.025236735e-07
 1091   20    4   -1.466792536e-07    2.025236735e-07
 1092   20    3   -1.466792536e-07    2.025236735e-07
 1093   20    2   -1.466792536e-07    2.025236735e-07
 1094   20    1   -1.466792536e-07    2.025236735e-07
 1095   20    0   -1.466792536e-07    2.025236735e-07
 1096   20   -1   -1.466792536e-07    2.025236735e-07
 1097   20   -2   -1.466792536e-07    2.025236735e-07
 1098   20   -3   -1.466792536e-07    2.025236735e-07
 1099   20   -4   -1.466792536e-07    2.025236735e-07
 1100   20   -5   -1.466792536e-07    2.025236735e-07
 1101   20   -6   -1.466792536e-07    2.025236735e-07
 1102   20   -7   -1.466792536e-07    2.025236735e-07
 1103   20   -8   -1.466792536e-07    2.025236735e-07
 1104   20   -9   -1.466792536e-07    2.025236735e-07
 1105   20  -10   -1.466792536e-07    2.025236735e-07
 1106   20  -11   -1.466792536e-07    2.025236735e-07
 1107   20  -12   -1.466792536e-07    2.025236735e-07
 1108   20  -13   -1.466792536e-07    2.025236735e-07
 1109   20  -14   -1.466792536e-07    2.025236735e-07
 1110   20  -15   -1.466792536e-07    2.025236735e-07
 1111   20  -16   -1.466792536e-07    2.025236735e-07
 1112   20  -17   -1.466792536e-07    2.025236735e-07
 1113   20  -18   -1.466792536e-07    2.025236735e-07
 1114   20  -19   -1.466792536e-07    2.025236735e-07
 1115   20  -20   -1.466792536e-07    2.025236735e-07
 1116   21   21   -1.204021099e-08    1.764347243e-08
 1117   21   20   -1.204021099e-08    1.764347243e-08
 1118   21   19   -1.204021099e-08    1.764347243e-08
 1119   21   18   -1.204021099e-08    1.764347243e-08
 1120   21   17   -1.204021099e-08    1.764347243e-08
 1121   21   16   -1.204021099e-08    1.764347243e-08
 1122   21   15   -1.204021099e-08    1.764347243e-08
 1123   21   14   -1.204021099e-08    1.764347243e-08
 1124   21   13   -1.204021099e-08    1.764347243e-08
 1125   21   12   -1.204021099e-08    1.764347243e-08
 1126   21   11   -1.204021099e-08    1.764347243e-08
 1127   21   10   -1.204021099e-08    1.764347243e-08
 1128   21    9   -1.204021099e-08    1.764347243e-08
 1129   21    8   -1.204021099e-08    1.764347243e-08
 1130   21    7   -1.204021099e-08    1.764347243e-08
 1131   21    6   -1.204021099e-08    1.764347243e-08
 1132   21    5   -1.204021099e-08    1.764347243e-08
 1133   21    4   -1.204021099e-08    1.764347243e-08
 1134   21    3   -1.204021099e-08    1.764347243e-08
 1135   21    2   -1.204021099e-08    1.764347243e-08
 1136   21    1   -1.204021099e-08    1.764347243e-08
 1137   21    0   -1.204021099e-08    1.764347243e-08
 1138   21   -1   -1.204021099e-08    1.764347243e-08
 1139   21   -2   -1.204021099e-08    1.764347243e-08
 1140   21   -3   -1.204021099e-08    1.764347243e-08
 1141   21   -4   -1.204021099e-08    1.764347243e-08
 1142   21   -5   -1.204021099e-08    1.764347243e-08
 1143   21   -6   -1.204021099e-08    1.764347243e-08
 1144   21   -7   -1.204021099e-08    1.764347243e-08
 1145   21   -8   -1.204021099e-08    1.764347243e-08
 1146   21   -9   -1.204021099e-08    1.764347243e-08
 1147   21  -10   -1.204021099e-08    1.764347243e-08
 1148   21  -11   -1.204021099e-08    1.764347243e-08
 1149   21  -12   -1.204021099e-08    1.764347243e-08
 1150   21  -13   -1.204021099e-08    1.764347243e-08
 1151   21  -14   -1.204021099e-08    1.764347243e-08
 1152   21  -15   -1.204021099e-08    1.764347243e-08
 1153   21  -16   -1.204021099e-08    1.764347243e-08
 1154   21  -17   -1.204021099e-08    1.764347243e-08
 1155   21  -18   -1.204021099e-08    1.764347243e-08
 1156   21  -19   -1.204021099e-08    1.764347243e-08
 1157   21  -20   -1.204021099e-08    1.764347243e-08
 1158   21  -21   -1.204021099e-08    1.764347243e-08
 1159   22   22   -8.937358674e-10    1.375524624e-09
 1160   22   21   -8.937358674e-10    1.375524624e-09
 1161   22   20   -8.937358674e-10    1.375524624e-09
 1162   22   19   -8.937358674e-10    1.375524624e-09
 1163   22   18   -8.937358674e-10    1.375524624e-09
 1164   22   17   -8.937358674e-10    1.375524624e-09
 1165   22   16   -8.937358674e-10    1.375524624e-09
 1166   22   15   -8.937358674e-10    1.375524624e-09
 1167   22   14   -8.937358674e-10    1.375524624e-09
 1168   22   13   -8.937358674e-10    1.375524624e-09
 1169   22   12   -8.937358674e-10    1.375524624e-09
 1170   22   11   -8.937358674e-10    1.375524624e-09
 1171   22   10   -8.937358674e-10    1.375524624e-09
 1172   22    9   -8.937358674e-10    1.375524624e-09
 1173   22    8   -8.937358674e-10    1.375524624e-09
 1174   22    7   -8.937358674e-10    1.375524624e-09
 1175   22    6   -8.937358674e-10    1.375524624e-09
 1176   22    5   -8.937358674e-10    1.375524624e-09
 1177   22    4   -8.937358674e-10    1.375524624e-09
 1178   22    3   -8.937358674e-10    1.375524624e-09
 1179   22    2   -8.937358674e-10    1.375524624e-09
 1180   22    1   -8.937358674e-10    1.375524624e-09
 1181   22    0   -8.937358674e-10    1.375524624e-09
 1182   22   -1   -8.937358674e-10    1.375524624e-09
 1183   22   -2   -8.937358674e-10    1.375524624e-09
 1184   22   -3   -8.937358674e-10    1.375524624e-09
 1185   22   -4   -8.937358674e-10    1.375524624e-09
 1186   22   -5   -8.937358674e-10    1.375524624e-09
 1187   22   -6   -8.937358674e-10    1.375524624e-09
 1188   22   -7   -8.937358674e-10    1.375524624e-09
 1189   22   -8   -8.937358674e-10    1.375524624e-09
 1190   22   -9   -8.937358674e-10    1.375524624e-09
 1191   22  -10   -8.937358674e-10    1.375524624e-09
 1192   22  -11   -8.937358674e-10    1.375524624e-09
 1193   22  -12   -8.937358674e-10    1.375524624e-09
 1194   22  -13   -8.937358674e-10    1.375524624e-09
 1195   22  -14   -8.937358674e-10    1.375524624e-09
 1196   22  -15   -8.937358674e-10    1.375524624e-09
 1197   22  -16   -8.937358674e-10    1.375524624e-09
 1198   22  -17   -8.937358674e-10    1.375524624e-09
 1199   22  -18   -8.937358674e-10    1.375524624e-09
 1200   22  -19   -8.937358674e-10    1.375524624e-09
 1201   22  -20   -8.937358674e-10    1.375524624e-09
 1202   22  -21   -8.937358674e-10    1.375524624e-09
 1203   22  -22   -8.937358674e-10    1.375524624e-09
 1204   23   23   -6.030605795e-11    9.668375184e-11
 1205   23   22   -6.030605795e-11    9.668375184e-11
 1206   23   21   -6.030605795e-11    9.668375184e-11
 1207   23   20   -6.030605795e-11    9.668375184e-11
 1208   23   19   -6.030605795e-11    9.668375184e-11
 1209   23   18   -6.030605795e-11    9.668375184e-11
 1210   23   17   -6.030605795e-11    9.668375184e-11
 1211   23   16   -6.030605795e-11    9.668375184e-11
 1212   23   15   -6.030605795e-11    9.668375184e-11
 1213   23   14   -6.030605795e-11    9.668375184e-11
 1214   23   13   -6.030605795e-11    9.668375184e-11
 1215   23   12   -6.030605795e-11    9.668375184e-11
 1216   23   11   -6.030605795e-11    9.668375184e-11
 1217   23   10   -6.030605795e-11    9.668375184e-11
 1218   23    9   -6.030605795e-11    9.668375184e-11
 1219   23    8   -6.030605795e-11    9.668375184e-11
 1220   23    7   -6.030605795e-11    9.668375184e-11
 1221   23    6   -6.030605795e-11    9.668375184e-11
 1222   23    5   -6.030605795e-11    9.668375184e-11
 1223   23    4   -6.030605795e-11    9.668375184e-11
 1224   23    3   -6.030605795e-11    9.668375184e-11
 1225   23    2   -6.030605795e-11    9.668375184e-11
 1226   23    1   -6.030605795e-11    9.668375184e-11
 1227   23    0   -6.030605795e-11    9.668375184e-11
 1228   23   -1   -6.030605795e-11    9.668375184e-11
 1229   23   -2   -6.030605795e-11    9.668375184e-11
 1230   23   -3   -6.030605795e-11    9.668375184e-11
 1231   23   -4   -6.030605795e-11    9.668375184e-11
 1232   23   -5   -6.030605795e-11    9.668375184e-11
 1233   23   -6   -6.030605795e-11    9.668375184e-11
 1234   23   -7   -6.030605795e-11    9.668375184e-11
 1235   23   -8   -6.030605795e-11    9.668375184e-11
 1236   23   -9   -6.030605795e-11    9.668375184e-11
 1237   23  -10   -6.030605795e-11    9.668375184e-11
 1238   23  -11   -6.030605795e-11    9.668375184e-11
 1239   23  -12   -6.030605795e-11    9.668375184e-11
 1240   23  -13   -6.030605795e-11    9.668375184e-11
 1241   23  -14   -6.030605795e-11    9.668375184e-11
 1242   23  -15   -6.030605795e-11    9.668375184e-11
 1243   23  -16   -6.030605795e-11    9.668375184e-11
 1244   23  -17   -6.030605795e-11    9.668375184e-11
 1245   23  -18   -6.030605795e-11    9.668375184e-11
 1246   23  -19   -6.030605795e-11    9.668375184e-11
 1247   23  -20   -6.030605795e-11    9.668375184e-11
 1248   23  -21   -6.030605795e-11    9.668375184e-11
 1249   23  -22   -6.030605795e-11    9.668375184e-11
 1250   23  -23   -6.030605795e-11    9.668375184e-11
 1251   24   24   -3.716171672e-12    6.165322633e-12
 1252   24   23   -3.716171672e-12    6.165322633e-12
 1253   24   22   -3.716171672e-12    6.165322633e-12
 1254   24   21   -3.716171672e-12    6.165322633e-12
 1255   24   20   -3.716171672e-12    6.165322633e-12
 1256   24   19   -3.716171672e-12    6.165322633e-12
 1257   24   18   -3.716171672e-12    6.165322633e-12
 1258   24   17   -3.716171672e-12    6.165322633e-12
 1259   24   16   -3.716171672e-12    6.165322633e-12
 1260   24   15   -3.716171672e-12    6.165322633e-12
 1261   24   14   -3.716171672e-12    6.165322633e-12
 1262   24   13   -3.716171672e-12    6.165322633e-12
 1263   24   12   -3.716171672e-12    6.165322633e-12
 1264   24   11   -3.716171672e-12    6.165322633e-12
 1265   24   10   -3.716171672e-12    6.165322633e-12
 1266   24    9   -3.716171672e-12    6.165322633e-12
 1267   24    8   -3.716171672e-12    6.165322633e-12
 1268   24    7   -3.716171672e-12    6.165322633e-12
 1269   24    6   -3.716171672e-12    6.165322633e-12
 1270   24    5   -3.716171672e-12    6.165322633e-12
 1271   24    4   -3.716171672e-12    6.165322633e-12
 1272   24    3   -3.716171672e-12    6.165322633e-12
 1273   24    2   -3.716171672e-12    6.165322633e-12
 1274   24    1   -3.716171672e-12    6.165322633e-12
 1275   24    0   -3.716171672e-12    6.165322633e-12
 1276   24   -1   -3.716171672e-12    6.165322633e-12
 1277   24   -2   -3.716171672e-12    6.165322633e-12
 1278   24   -3   -3.716171672e-12    6.165322633e-12
 1279   24   -4   -3.716171672e-12    6.165322633e-12
 1280   24   -5   -3.716171672e-12    6.165322633e-12
 1281   24   -6   -3.716171672e-12    6.165322633e-12
 1282   24   -7   -3.716171672e-12    6.165322633e-12
 1283   24   -8   -3.716171672e-12    6.165322633e-12
 1284   24   -9   -3.716171672e-12    6.165322633e-12
 1285   24  -10   -3.716171672e-12    6.165322633e-12
 1286   24  -11   -3.716171672e-12    6.165322633e-12
 1287   24  -12   -3.716171672e-12    6.165322633e-12
 1288   24  -13   -3.716171672e-12    6.165322633e-12
 1289   24  -14   -3.716171672e-12    6.165322633e-12
 1290   24  -15   -3.716171672e-12    6.165322633e-12
 1291   24  -16   -3.716171672e-12    6.165322633e-12
 1292   24  -17   -3.716171672e-12    6.165322633e-12
 1293   24  -18   -3.716171672e-12    6.165322633e-12
 1294   24  -19   -3.716171672e-12    6.165322633e-12
 1295   24  -20   -3.716171672e-12    6.165322633e-12
 1296   24  -21   -3.716171672e-12    6.165322633e-12
 1297   24  -22   -3.716171672e-12    6.165322633e-12
 1298   24  -23   -3.716171672e-12    6.165322633e-12
 1299   24  -24   -3.716171672e-12    6.165322633e-12
 1300   25   25   -1.891836718e-13    3.366840350e-13
 1301   25   24   -1.891836718e-13    3.366840350e-13
 1302   25   23   -1.891836718e-13    3.366840350e-13
 1303   25   22   -1.891836718e-13    3.366840350e-13
 1304   25   21   -1.891836718e-13    3.366840350e-13
 1305   25   20   -1.891836718e-13    3.366840350e-13
 1306   25   19   -1.891836718e-13    3.366840350e-13
 1307   25   18   -1.891836718e-13    3.366840350e-13
 1308   25   17   -1.891836718e-13    3.366840350e-13
 1309   25   16   -1.891836718e-13    3.366840350e-13
 1310   25   15   -1.891836718e-13    3.366840350e-13
 1311   25   14   -1.891836718e-13    3.366840350e-13
 1312   25   13   -1.891836718e-13    3.366840350e-13
 1313   25   12   -1.891836718e-13    3.366840350e-13
 1314   25   11   -1.891836718e-13    3.366840350e-13
 1315   25   10   -1.891836718e-13    3.366840350e-13
 1316   25    9   -1.891836718e-13    3.366840350e-13
 1317   25    8   -1.891836718e-13    3.366840350e-13
 1318   25    7   -1.891836718e-13    3.366840350e-13
 1319   25    6   -1.891836718e-13    3.366840350e-13
 1320   25    5   -1.891836718e-13    3.366840350e-13
 1321   25    4   -1.891836718e-13    3.366840350e-13
 1322   25    3   -1.891836718e-13    3.366840350e-13
 1323   25    2   -1.891836718e-13    3.366840350e-13
 1324   25    1   -1.891836718e-13    3.366840350e-13
 1325   25    0   -1.891836718e-13    3.366840350e-13
 1326   25   -1   -1.891836718e-13    3.366840350e-13
 1327   25   -2   -1.891836718e-13    3.366840350e-13
 1328   25   -3   -1.891836718e-13    3.366840350e-13
 1329   25   -4   -1.891836718e-13    3.366840350e-13
 1330   25   -5   -1.891836718e-13    3.366840350e-13
 1331   25   -6   -1.891836718e-13    3.366840350e-13
 1332   25   -7   -1.891836718e-13    3.366840350e-13
 1333   25   -8   -1.891836718e-13    3.366840350e-13
 1334   25   -9   -1.891836718e-13    3.366840350e-13
 1335   25  -10   -1.891836718e-13    3.366840350e-13
 1336   25  -11   -1.891836718e-13    3.366840350e-13
 1337   25  -12   -1.891836718e-13    3.366840350e-13
 1338   25  -13   -1.891836718e-13    3.366840350e-13
 1339   25  -14   -1.891836718e-13    3.366840350e-13
 1340   25  -15   -1.891836718e-13    3.366840350e-13
 1341   25  -16   -1.891836718e-13    3.366840350e-13
 1342   25  -17   -1.891836718e-13    3.366840350e-13
 1343   25  -18   -1.891836718e-13    3.366840350e-13
 1344   25  -19   -1.891836718e-13    3.366840350e-13
 1345   25  -20   -1.891836718e-13    3.366840350e-13
 1346   25  -21   -1.891836718e-13    3.366840350e-13
 1347   25  -22   -1.891836718e-13    3.366840350e-13
 1348   25  -23   -1.891836718e-13    3.366840350e-13
 1349   25  -24   -1.891836718e-13    3.366840350e-13
 1350   25  -25   -1.891836718e-13    3.366840350e-13
--------------------------
   i_    n        re(Tmatrix)        im(Tmatrix)
    1    1   -3.022942907e-01   -1.023520826e-01
    2    2   -6.513973268e-01    1.672959798e-01
    3    3   -4.552241172e-01   -2.259033326e-01
    4    4   -3.800406082e-01    2.042266277e-01
    5    5   -7.438747862e-01   -2.929625492e-02
    6    6   -3.617019249e-01   -2.167679318e-01
    7    7   -3.108130857e-01    1.955540910e-01
    8    8   -7.103704731e-01    2.019211889e-01
    9    9   -7.687939721e-01   -1.683052566e-01
   10   10   -4.864589980e-01   -3.501297571e-01
   11   11   -2.208388130e-01   -2.747925555e-01
   12   12   -8.546717484e-02   -1.360457399e-01
   13   13   -3.004522064e-02   -4.647053350e-02
   14   14   -8.741579974e-03   -1.136766176e-02
   15   15   -1.978983567e-03   -2.111214358e-03
   16   16   -3.553530127e-04   -3.151213815e-04
   17   17   -5.242408544e-05   -3.919518938e-05
   18   18   -6.526922203e-06   -4.152130032e-06
   19   19   -6.990526880e-07   -3.803483765e-07
   20   20   -6.535207264e-08   -3.048791790e-08
   21   21   -5.395644724e-09   -2.159535492e-09
   22   22   -3.972731839e-10   -1.362770931e-10
   23   23   -2.630121867e-11   -7.713548523e-12
   24   24   -1.576768711e-12   -3.937728614e-13
   25   25   -8.612169988e-14   -1.820820635e-14
   26    1   -6.957281277e-01    9.976421782e-02
   27    2   -3.515494661e-01   -1.578138115e-01
   28    3   -5.493900786e-01    2.060778962e-01
   29    4   -5.915866616e-01   -1.835671675e-01
   30    5   -3.091322267e-01    4.407126459e-02
   31    6   -6.219787999e-01    1.369471270e-01
   32    7   -5.853067293e-01   -1.429093204e-01
   33    8   -3.703330622e-01   -6.013345988e-02
   34    9   -4.454841445e-01    9.471510299e-02
   35   10   -5.480321990e-01    3.718794010e-02
   36   11   -4.799633765e-01   -4.936560338e-02
   37   12   -3.156955152e-01   -3.106942179e-02
   38   13   -1.412176328e-01    1.785095454e-02
   39   14   -3.714252092e-02    1.603506885e-02
   40   15   -6.825558016e-03    4.700636890e-03
   41   16   -1.035501730e-03    9.159546192e-04
   42   17   -1.360793550e-04    1.416033023e-04
   43   18   -1.570661979e-05    1.839613669e-05
   44   19   -1.606321560e-06    2.061590543e-06
   45   20   -1.466792536e-07    2.025236735e-07
   46   21   -1.204021099e-08    1.764347243e-08
   47   22   -8.937358674e-10    1.375524624e-09
   48   23   -6.030605795e-11    9.668375184e-11
   49   24   -3.716171672e-12    6.165322633e-12
   50   25   -1.891836718e-13    3.366840350e-13
